nltk,razdel,segtok,pymorphy,spacy,stanza,moses,ufal
скелет,людей,Жалкий,не,замок,в,",",похожий
",",.,человек,похожий,издал,комнату,и,на
обтянутый,Это,!,на,хриплый,.,за,обыкновенных
кожею,был,—,обыкновенных,звук,За,дверью,людей
",",скелет,подумал,людей,",",столом,было,.
с,",",банкир.,.,и,неподвижно,тихо,Это
длинными,обтянутый,—,Это,дверь,сидел,по,был
женскими,кожею,Спит,был,скрипнула,человек,@-@,скелет
кудрями,",",и,скелет,.,",",прежнему,","
и,с,",",",",Банкир,не,.,обтянутый
с,длинными,вероятно,обтянутый,ожидал,похожий,Он,кожею
косматой,женскими,",",кожею,",",на,решился,","
бородой,кудрями,видит,",",что,обыкновенных,войти,с
.,и,во,с,тотчас,людей,в,длинными
Цвет,с,сне,длинными,же,.,комнату,женскими
лица,косматой,миллионы,женскими,послышится,Это,.,кудрями
у,бородой,!,кудрями,крик,был,За,и
него,.,А,и,удивления,скелет,столом,с
был,Цвет,стоит,с,и,",",неподвижно,косматой
желтый,лица,мне,косматой,шаги,обтянутый,сидел,бородой
",",у,только,бородой,",",кожею,человек,.
с,него,взять,.,но,",",",",Цвет
землистым,был,этого,Цвет,прошло,с,не,лица
оттенком,желтый,полумертвеца,лица,минуты,длинными,похожий,у
",",",",",",у,три,женскими,на,него
щеки,с,бросить,него,",",кудрями,обыкновенных,был
впалые,землистым,его,был,и,и,людей,желтый
",",оттенком,на,желтый,за,с,.,","
спина,",",постель,",",дверью,косматой,Это,с
длинная,щеки,",",с,было,бородой,был,землистым
и,впалые,слегка,землистым,тихо,.,скелет,оттенком
узкая,",",придушить,оттенком,по,Цвет,",",","
",",спина,подушкой,",",-,лица,обтянутый,щеки
а,длинная,",",щеки,прежнему,у,кожею,впалые
рука,и,и,впалые,.,него,",",","
",",узкая,самая,",",Он,был,с,спина
которою,",",добросовестная,спина,решился,желтый,длинными,длинная
он,а,экспертиза,длинная,войти,",",женскими,и
поддерживал,рука,не,и,в,с,кудрями,узкая
свою,",",найдет,узкая,комнату,землистым,и,","
волосатую,которою,знаков,",",.,оттенком,с,а
голову,он,насильственной,а,"
",",",косматой,рука
",",поддерживал,смерти.,рука,За,щеки,бородой,","
